entity_id,time,behavior,value
fly_a,3.2,walking,0.15206559365593197
fly_a,3.2,grooming,0.08010343049892678
fly_a,3.3,walking,0.15966612539714964
fly_a,3.3,grooming,0.08053904245623261
fly_a,3.4,walking,0.18322143989901193
fly_a,3.4,grooming,0.08228939582953608
fly_a,3.5,walking,0.23385770493165833
fly_a,3.5,grooming,0.0879086481186455
fly_a,3.6,walking,0.3054626211286976
fly_a,3.6,grooming,0.10222048702447918
fly_a,3.7,walking,0.36167398817696084
fly_a,3.7,grooming,0.13077788794362705
fly_a,3.8,walking,0.36167398817696084
fly_a,3.8,grooming,0.17437683903712767
fly_a,3.9,walking,0.3054626211286976
fly_a,3.9,grooming,0.22266779765367356
fly_a,4.0,walking,0.23385770493165833
fly_a,4.0,grooming,0.2554107566771387
fly_a,4.1,walking,0.1832214398990121
fly_a,4.1,grooming,0.2554107566771388
fly_a,4.2,walking,0.1596661253971496
fly_a,4.2,grooming,0.22266779765367345
fly_a,4.3,walking,0.1520655936559302
fly_a,4.3,grooming,0.1743768390371246
fly_a,4.4,walking,0.15032418719034527
fly_a,4.4,grooming,0.13077788794351702
fly_a,4.5,walking,0.1500373684688435
fly_a,4.5,grooming,0.102220487021484
fly_a,4.6,walking,0.15000316353941018
fly_a,4.6,grooming,0.08790864805221338
fly_a,4.7,walking,0.15000019669788411
fly_a,4.7,grooming,0.0822893946311352
fly_a,4.8,walking,0.15000000898223928
fly_a,4.8,grooming,0.08053902487312786
fly_a,4.9,walking,0.15000000030125069
fly_a,4.9,grooming,0.08010322067319738
fly_a,5.0,walking,0.15000000000742045
fly_a,5.0,grooming,0.08001607660359837
fly_b,0.0,walking,0.15
fly_b,0.0,grooming,0.08
fly_b,0.1,walking,0.15000000000000002
fly_b,0.1,grooming,0.08000000000000008
fly_b,0.2,walking,0.15000000000000177
fly_b,0.2,grooming,0.08000000000000328
fly_b,0.3,walking,0.15000000000013425
fly_b,0.3,grooming,0.08000000000010983
fly_b,0.4,walking,0.15000000000742045
fly_b,0.4,grooming,0.08000000000299519
fly_b,0.5,walking,0.15000000030125069
fly_b,0.5,grooming,0.08000000006643217
fly_b,0.6,walking,0.15000000898223928
fly_b,0.6,grooming,0.08000000119840088
fly_b,0.7,walking,0.15000019669788411
fly_b,0.7,grooming,0.08000001758310475
fly_b,0.8,walking,0.15000316353941018
fly_b,0.8,grooming,0.0800002098257294
fly_b,0.9,walking,0.1500373684688435
fly_b,0.9,grooming,0.0800020365339525
fly_b,1.0,walking,0.15032418719034527
fly_b,1.0,grooming,0.08001607660359837
fly_b,1.1,walking,0.1520655936559302
fly_b,1.1,grooming,0.08010322067319738
fly_b,1.2,walking,0.15966612539714964
fly_b,1.2,grooming,0.08053902487312786
fly_b,1.3,walking,0.18322143989901202
fly_b,1.3,grooming,0.0822893946311352
fly_b,1.4,walking,0.23385770493165833
fly_b,1.4,grooming,0.08790864805221334
fly_b,1.5,walking,0.3054626211286976
fly_b,1.5,grooming,0.102220487021484
fly_b,1.6,walking,0.36167398817696084
fly_b,1.6,grooming,0.13077788794351722
fly_b,1.7,walking,0.3616739881769607
fly_b,1.7,grooming,0.17437683903712448
fly_b,1.8,walking,0.3054626211286975
fly_b,1.8,grooming,0.22266779765367356
fly_b,1.9,walking,0.23385770493165833
fly_b,1.9,grooming,0.2554107566771387
fly_b,2.0,walking,0.18322143989901193
fly_b,2.0,grooming,0.2554107566771387
fly_b,2.1,walking,0.15966612539714964
fly_b,2.1,grooming,0.22266779765367353
fly_b,2.2,walking,0.15206559365593197
fly_b,2.2,grooming,0.17437683903712767
fly_b,2.3,walking,0.15032418719047952
fly_b,2.3,grooming,0.13077788794362705
fly_b,2.4,walking,0.15003736847626395
fly_b,2.4,grooming,0.10222048702447918
fly_b,2.5,walking,0.15000316384066087
fly_b,2.5,grooming,0.0879086481186455
fly_b,2.6,walking,0.1500002056801234
fly_b,2.6,grooming,0.08228939582953608
fly_b,2.7,walking,0.1500002056801234
fly_b,2.7,grooming,0.08053904245623261
fly_b,2.8,walking,0.15000316384066087
fly_b,2.8,grooming,0.08010343049892678
fly_b,2.9,walking,0.15003736847626395
fly_b,2.9,grooming,0.08001811313755088
fly_b,3.0,walking,0.15032418719047952
fly_b,3.0,grooming,0.08001811313755088
fly_b,3.1,walking,0.15206559365593197
fly_b,3.1,grooming,0.08010343049892678
fly_b,3.2,walking,0.1596661253971497
fly_b,3.2,grooming,0.08053904245623261
fly_b,3.3,walking,0.18322143989901193
fly_b,3.3,grooming,0.08228939582953608
fly_b,3.4,walking,0.23385770493165833
fly_b,3.4,grooming,0.0879086481186455
fly_b,3.5,walking,0.3054626211286976
fly_b,3.5,grooming,0.10222048702447918
fly_b,3.6,walking,0.36167398817696084
fly_b,3.6,grooming,0.13077788794362705
fly_b,3.7,walking,0.3616739881769607
fly_b,3.7,grooming,0.17437683903712786
fly_b,3.8,walking,0.3054626211286976
fly_b,3.8,grooming,0.22266779765367356
fly_b,3.9,walking,0.23385770493165833
fly_b,3.9,grooming,0.2554107566771387
fly_b,4.0,walking,0.18322143989901193
fly_b,4.0,grooming,0.2554107566771387
fly_b,4.1,walking,0.15966612539714967
fly_b,4.1,grooming,0.22266779765367367
fly_b,4.2,walking,0.1520655936559302
fly_b,4.2,grooming,0.1743768390371244
fly_b,4.3,walking,0.15032418719034527
fly_b,4.3,grooming,0.13077788794351722
fly_b,4.4,walking,0.1500373684688435
fly_b,4.4,grooming,0.1022204870214839
fly_b,4.5,walking,0.15000316353941018
fly_b,4.5,grooming,0.08790864805221334
fly_b,4.6,walking,0.15000019669788411
fly_b,4.6,grooming,0.08228939463113522
fly_b,4.7,walking,0.15000000898223928
fly_b,4.7,grooming,0.08053902487312786
fly_b,4.8,walking,0.15000000030125069
fly_b,4.8,grooming,0.08010322067319738
fly_b,4.9,walking,0.15000000000742045
fly_b,4.9,grooming,0.08001607660359837
fly_b,5.0,walking,0.15000000000013425
fly_b,5.0,grooming,0.0800020365339525
fly_c,0.0,walking,0.15
fly_c,0.0,grooming,0.08
fly_c,0.1,walking,0.15
fly_c,0.1,grooming,0.08
fly_c,0.2,walking,0.15
fly_c,0.2,grooming,0.08
fly_c,0.3,walking,0.15000000000000002
fly_c,0.3,grooming,0.08000000000000006
fly_c,0.4,walking,0.15000000000000363
fly_c,0.4,grooming,0.08000000000000218
fly_c,0.5,walking,0.15000000000027458
fly_c,0.5,grooming,0.08000000000007322
fly_c,0.6,walking,0.1500000000151782
fly_c,0.6,grooming,0.0800000000019968
fly_c,0.7,walking,0.1500000006161946
fly_c,0.7,grooming,0.08000000004428812
fly_c,0.8,walking,0.15000001837276217
fly_c,0.8,grooming,0.08000000079893392
fly_c,0.9,walking,0.15000040233658118
fly_c,0.9,grooming,0.08000001172206983
fly_c,1.0,walking,0.1500064708760663
fly_c,1.0,grooming,0.0800001398838196
fly_c,1.1,walking,0.15007643550445263
fly_c,1.1,grooming,0.08000135768930167
fly_c,1.2,walking,0.15066311016206985
fly_c,1.2,grooming,0.08001071773573225
fly_c,1.3,walking,0.15422507793258453
fly_c,1.3,grooming,0.08006881378213158
fly_c,1.4,walking,0.1697716201305333
fly_c,1.4,grooming,0.08035934991541857
fly_c,1.5,walking,0.21795294524797898
fly_c,1.5,grooming,0.08152626308742346
fly_c,1.6,walking,0.3215271237238466
fly_c,1.6,grooming,0.08527243203480889
fly_c,1.7,walking,0.4679917250359721
fly_c,1.7,grooming,0.09481365801432264
fly_c,1.8,walking,0.5829695212710561
fly_c,1.8,grooming,0.11385192529567809
fly_c,1.9,walking,0.5829695212710563
fly_c,1.9,grooming,0.14291789269141625
fly_c,2.0,walking,0.4679917250359724
fly_c,2.0,grooming,0.17511186510244897
fly_c,2.1,walking,0.3215271237238466
fly_c,2.1,grooming,0.1969405044514258
fly_c,2.2,walking,0.21795294524797898
fly_c,2.2,grooming,0.1969405044514258
fly_c,2.3,walking,0.16977162013053343
fly_c,2.3,grooming,0.17511186510244917
fly_c,2.4,walking,0.15422507793258816
fly_c,2.4,grooming,0.1429178926914186
fly_c,2.5,walking,0.15066311016234443
fly_c,2.5,grooming,0.11385192529575136
fly_c,2.6,walking,0.15007643551963082
fly_c,2.6,grooming,0.09481365801631945
fly_c,2.7,walking,0.1500064714922609
fly_c,2.7,grooming,0.085272432079097
fly_c,2.8,walking,0.15000042070934336
fly_c,2.8,grooming,0.08152626388635739
fly_c,2.9,walking,0.15000042070934336
fly_c,2.9,grooming,0.08035936163748841
fly_c,3.0,walking,0.1500064714922609
fly_c,3.0,grooming,0.08006895366595118
fly_c,3.1,walking,0.15007643551963082
fly_c,3.1,grooming,0.08001207542503391
fly_c,3.2,walking,0.15066311016234443
fly_c,3.2,grooming,0.08001207542503391
fly_c,3.3,walking,0.15422507793258813
fly_c,3.3,grooming,0.08006895366595118
fly_c,3.4,walking,0.16977162013053332
fly_c,3.4,grooming,0.0803593616374884
fly_c,3.5,walking,0.21795294524797898
fly_c,3.5,grooming,0.08152626388635738
fly_c,3.6,walking,0.3215271237238466
fly_c,3.6,grooming,0.085272432079097
fly_c,3.7,walking,0.4679917250359724
fly_c,3.7,grooming,0.09481365801631945
fly_c,3.8,walking,0.582969521271056
fly_c,3.8,grooming,0.11385192529575125
fly_c,3.9,walking,0.5829695212710563
fly_c,3.9,grooming,0.14291789269141844
fly_c,4.0,walking,0.4679917250359724
fly_c,4.0,grooming,0.17511186510244903
fly_c,4.1,walking,0.3215271237238472
fly_c,4.1,grooming,0.19694050445142575
fly_c,4.2,walking,0.21795294524797898
fly_c,4.2,grooming,0.1969405044514258
fly_c,4.3,walking,0.1697716201305334
fly_c,4.3,grooming,0.1751118651024491
fly_c,4.4,walking,0.1542250779325845
fly_c,4.4,grooming,0.14291789269141625
fly_c,4.5,walking,0.15066311016206985
fly_c,4.5,grooming,0.11385192529567814
fly_c,4.6,walking,0.15007643550445263
fly_c,4.6,grooming,0.09481365801432272
fly_c,4.7,walking,0.1500064708760663
fly_c,4.7,grooming,0.08527243203480889
fly_c,4.8,walking,0.15000040233658118
fly_c,4.8,grooming,0.08152626308742347
fly_c,4.9,walking,0.15000001837276217
fly_c,4.9,grooming,0.08035934991541857
fly_c,5.0,walking,0.1500000006161946
fly_c,5.0,grooming,0.08006881378213158
fly_d,0.0,walking,0.15
fly_d,0.0,grooming,0.08
fly_d,0.1,walking,0.15
fly_d,0.1,grooming,0.08
fly_d,0.2,walking,0.15000000000000002
fly_d,0.2,grooming,0.08000000000000006
fly_d,0.3,walking,0.15000000000000363
fly_d,0.3,grooming,0.08000000000000218
fly_d,0.4,walking,0.15000000000027458
fly_d,0.4,grooming,0.08000000000007322
fly_d,0.5,walking,0.1500000000151782
fly_d,0.5,grooming,0.0800000000019968
fly_d,0.6,walking,0.1500000006161946
fly_d,0.6,grooming,0.08000000004428812
fly_d,0.7,walking,0.15000001837276217
fly_d,0.7,grooming,0.08000000079893392
fly_d,0.8,walking,0.15000040233658118
fly_d,0.8,grooming,0.08000001172206983
fly_d,0.9,walking,0.1500064708760663
fly_d,0.9,grooming,0.0800001398838196
fly_d,1.0,walking,0.15007643550445263
fly_d,1.0,grooming,0.08000135768930167
fly_d,1.1,walking,0.15066311016206985
fly_d,1.1,grooming,0.08001071773573225
fly_d,1.2,walking,0.15422507793258453
fly_d,1.2,grooming,0.08006881378213158
fly_d,1.3,walking,0.16977162013053335
fly_d,1.3,grooming,0.08035934991541857
fly_d,1.4,walking,0.21795294524797898
fly_d,1.4,grooming,0.08152626308742346
fly_d,1.5,walking,0.3215271237238466
fly_d,1.5,grooming,0.08527243203480889
fly_d,1.6,walking,0.4679917250359724
fly_d,1.6,grooming,0.09481365801432266
fly_d,1.7,walking,0.5829695212710561
fly_d,1.7,grooming,0.11385192529567809
fly_d,1.8,walking,0.5829695212710561
fly_d,1.8,grooming,0.14291789269141633
fly_d,1.9,walking,0.4679917250359724
fly_d,1.9,grooming,0.17511186510244897
fly_d,2.0,walking,0.3215271237238466
fly_d,2.0,grooming,0.1969405044514258
fly_d,2.1,walking,0.21795294524797898
fly_d,2.1,grooming,0.1969405044514258
fly_d,2.2,walking,0.16977162013053332
fly_d,2.2,grooming,0.17511186510244903
fly_d,2.3,walking,0.15422507793258816
fly_d,2.3,grooming,0.1429178926914186
fly_d,2.4,walking,0.15066311016234443
fly_d,2.4,grooming,0.11385192529575136
fly_d,2.5,walking,0.15007643551963082
fly_d,2.5,grooming,0.09481365801631945
fly_d,2.6,walking,0.1500064714922609
fly_d,2.6,grooming,0.085272432079097
fly_d,2.7,walking,0.15000042070934336
fly_d,2.7,grooming,0.08152626388635738
fly_d,2.8,walking,0.15000042070934336
fly_d,2.8,grooming,0.08035936163748841
fly_d,2.9,walking,0.1500064714922609
fly_d,2.9,grooming,0.08006895366595118
fly_d,3.0,walking,0.15007643551963082
fly_d,3.0,grooming,0.08001207542503391
fly_d,3.1,walking,0.15066311016234443
fly_d,3.1,grooming,0.08001207542503391
fly_d,3.2,walking,0.15422507793258816
fly_d,3.2,grooming,0.08006895366595118
fly_d,3.3,walking,0.16977162013053332
fly_d,3.3,grooming,0.0803593616374884
fly_d,3.4,walking,0.21795294524797898
fly_d,3.4,grooming,0.08152626388635738
fly_d,3.5,walking,0.3215271237238466
fly_d,3.5,grooming,0.085272432079097
fly_d,3.6,walking,0.4679917250359724
fly_d,3.6,grooming,0.09481365801631945
fly_d,3.7,walking,0.5829695212710563
fly_d,3.7,grooming,0.11385192529575136
fly_d,3.8,walking,0.5829695212710563
fly_d,3.8,grooming,0.14291789269141844
fly_d,3.9,walking,0.4679917250359724
fly_d,3.9,grooming,0.17511186510244903
fly_d,4.0,walking,0.3215271237238466
fly_d,4.0,grooming,0.1969405044514258
fly_d,4.1,walking,0.2179529452479793
fly_d,4.1,grooming,0.19694050445142586
fly_d,4.2,walking,0.1697716201305333
fly_d,4.2,grooming,0.17511186510244897
fly_d,4.3,walking,0.15422507793258453
fly_d,4.3,grooming,0.14291789269141641
fly_d,4.4,walking,0.15066311016206985
fly_d,4.4,grooming,0.11385192529567803
fly_d,4.5,walking,0.15007643550445263
fly_d,4.5,grooming,0.09481365801432266
fly_d,4.6,walking,0.1500064708760663
fly_d,4.6,grooming,0.08527243203480891
fly_d,4.7,walking,0.15000040233658118
fly_d,4.7,grooming,0.08152626308742346
fly_d,4.8,walking,0.15000001837276217
fly_d,4.8,grooming,0.08035934991541858
fly_d,4.9,walking,0.1500000006161946
fly_d,4.9,grooming,0.08006881378213158
fly_d,5.0,walking,0.1500000000151782
fly_d,5.0,grooming,0.08001071773573225
